,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,40.03987
42,4.2219944
43,0.45067978
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,1.31667
50,0.0
51,0.29790688
52,0.0
53,0.0
54,0.0
55,0.011080742
56,0.012611389
57,0.51186657
58,1.4410477
59,1.9074078
60,0.0
61,0.0
62,0.0
63,0.0
64,0.47786522
65,0.0
66,0.0
67,0.0
68,0.2842598
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.9565544
75,0.22006035
76,0.0
77,0.11168671
78,0.2309742
79,0.0
80,0.40176773
81,0.9910798
82,0.0
83,0.0
84,0.84573174
85,0.023075104
86,0.0
87,0.0
88,0.0
89,0.6143055
90,0.085754395
91,0.0
92,0.0
93,0.11490631
94,0.0
95,0.4877391
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.015073299
103,0.6795101
104,0.4271164
105,0.0
106,3.073841
107,0.32599163
108,0.0
109,0.0
110,0.6245904
111,1.0239801
112,0.0
113,1.6102214
114,0.0
115,0.07708168
116,1.2562714
117,2.5729847
118,0.0
119,0.0
120,0.0
121,0.0
122,0.21052933
123,1.4101124
124,0.0
125,0.0
126,0.08185315
127,0.709301
128,0.0
129,0.0
130,0.0
131,0.6746969
132,0.0
133,2.9464846
134,0.0
135,0.0
136,0.0
137,0.0
138,0.31157303
139,0.0
140,0.0
141,1.767971
142,0.0
143,0.0
144,0.0
145,0.27342415
146,0.0
147,0.0
148,0.0
149,3.6069994
150,0.0
151,0.0
152,0.0
153,0.0
154,2.5174866
155,1.8493805
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.30427837
165,0.04244423
166,1.2399721
167,0.0
168,0.0
169,0.028291583
170,0.0
171,1.5737019
172,0.0
173,0.5212536
174,11.673655
175,0.0
