,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,43.807976
43,0.0
44,1.373575
45,0.23708868
46,0.0
47,0.0
48,0.0
49,0.0066547394
50,0.0
51,0.0
52,1.232239
53,0.45073318
54,0.0
55,0.0
56,0.0
57,0.19408894
58,1.6507626
59,0.0
60,0.0
61,8.690813
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.103590965
73,0.0
74,0.0
75,0.29314518
76,0.28720856
77,0.9573641
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.009950638
84,0.0
85,0.95081234
86,0.7092209
87,1.4116745
88,0.0
89,1.5803285
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,1.8665495
96,0.0
97,0.0
98,0.0
99,0.89193153
100,4.3938074
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.07602692
109,1.4637175
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.95599174
119,2.4052362
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.46499252
128,0.034933567
129,0.0
130,0.0
131,0.5723386
132,0.048820496
133,0.0
134,0.33827972
135,0.13147473
136,2.1672096
137,0.06886935
138,0.0
139,1.7742333
140,0.0
141,0.112374306
142,0.5530424
143,0.0
144,0.0
145,0.0
146,0.9427242
147,3.1098275
148,0.0
149,0.0
150,1.2713928
151,0.0
152,1.2856913
153,0.0
154,1.6359177
155,0.0
156,5.3229065
157,0.4540255
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.16511917
167,0.20459557
168,0.40649223
169,0.29258728
170,0.29013634
171,0.0
172,0.0
173,0.2677107
