,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,45.32325
43,2.0160398
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.58970475
51,0.0
52,0.17573929
53,0.0
54,0.0
55,1.4241562
56,0.0
57,0.0
58,0.3687439
59,0.0
60,3.0608025
61,5.3832912
62,0.0
63,0.0
64,0.0
65,0.0
66,0.100811005
67,0.33275604
68,0.0
69,0.5520687
70,0.12340832
71,0.31289148
72,0.35025072
73,0.19926071
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.9144459
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.088378906
91,0.0
92,0.0
93,0.0
94,0.3346176
95,0.0
96,0.0
97,0.0
98,0.0
99,0.41542912
100,3.4762452
101,1.7993231
102,0.45892978
103,0.0
104,0.0
105,0.8372978
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,2.4374924
114,0.0
115,0.574486
116,0.0
117,0.023427963
118,0.0
119,0.0
120,0.0
121,0.0
122,0.06951809
123,0.0
124,0.0033454895
125,0.0
126,0.005706787
127,0.21593475
128,1.4792581
129,0.0
130,0.0
131,0.22920704
132,0.0
133,0.7764864
134,0.4044795
135,0.0
136,0.0
137,0.62995815
138,0.5076771
139,0.0
140,0.38591003
141,0.0
142,0.0
143,0.0
144,0.7501297
145,2.5902262
146,0.08593774
147,0.0
148,0.0
149,0.2650299
150,0.0
151,1.286005
152,0.23187637
153,0.0
154,0.0
155,0.0
156,0.0
157,0.16322708
158,0.0
159,0.0
160,0.90787697
161,0.29321098
162,0.0
163,0.0
164,0.0
165,0.0
166,0.09646225
167,1.0644188
168,0.38992977
169,1.3606672
170,0.0
171,0.0
172,0.0
173,0.6487379
174,0.0
