,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,17.616997
40,16.085558
41,0.0
42,0.0
43,0.0
44,0.0
45,0.02828145
46,0.0
47,1.7442217
48,0.99099064
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.005016327
55,0.8122673
56,2.4324188
57,0.0
58,0.0
59,0.0
60,0.0
61,0.9259205
62,0.4100952
63,0.0
64,0.0
65,0.0
66,0.0
67,0.498662
68,0.0
69,0.0
70,4.0781
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,2.275527
78,1.2300186
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.13230038
86,0.0
87,0.0
88,0.0
89,0.028341293
90,0.0
91,0.0
92,0.12706375
93,0.69454
94,2.0721564
95,0.0
96,0.0
97,0.0
98,0.15416336
99,0.0
100,4.463227
101,0.30917263
102,0.0
103,0.0
104,0.0
105,3.696148
106,0.25791073
107,0.0
108,0.0
109,0.0
110,2.8533754
111,0.0
112,0.0
113,0.0
114,0.41507816
115,0.0
116,0.0
117,0.106389046
118,2.9415371
119,0.0
120,0.0
121,0.4695406
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.3486786
128,0.0
129,7.221388
130,4.0685377
131,0.89125156
132,0.0
133,0.0
134,5.7748203
135,0.0
136,0.0
137,0.0
138,0.36907005
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.19281769
147,0.0
148,0.4449005
149,0.58263874
150,0.0
151,0.0
152,0.0
153,1.9195967
154,1.0736485
155,0.9042206
156,0.0
157,1.8673286
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.2012124
167,2.4252584
168,0.0
169,0.0
170,0.0
171,2.582634
