,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,37.42589
43,3.2656841
44,0.0
45,0.0
46,0.673275
47,0.0
48,0.26280165
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.40217304
55,3.6367655
56,0.0
57,0.0
58,0.06710625
59,0.57579803
60,0.0
61,0.22733188
62,0.7496586
63,0.38752365
64,2.1531067
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,1.588086
75,3.237133
76,0.0
77,0.0
78,0.0
79,0.18881512
80,0.0
81,0.0
82,0.0
83,0.06312227
84,0.0
85,0.10110521
86,0.31556225
87,0.27030432
88,0.17679214
89,0.0
90,0.0
91,1.8263397
92,0.0
93,0.0
94,0.0
95,1.6610608
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.12950057
102,0.0
103,0.82570624
104,5.5228367
105,0.6016562
106,0.0
107,0.0
108,0.28528786
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.11145592
119,0.0
120,0.0
121,0.613322
122,1.6773119
123,0.0
124,0.0
125,0.230775
126,0.15648484
127,0.18677503
128,0.0
129,1.1029739
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,2.0876875
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.68533325
144,0.0
145,0.0
146,0.0
147,0.0
148,0.5589863
149,0.0
150,0.16457653
151,0.0
152,0.30251503
153,0.53823996
154,0.0
155,0.0
156,0.0
157,0.5067005
158,0.5709729
159,0.7336608
160,0.0
161,0.0
162,0.0
163,0.0
164,0.13843536
165,5.0191574
166,1.0929823
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,1.2556753
174,1.8166577
175,0.0
176,0.0
177,0.0
178,0.0
179,6.2656198
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.49267292
188,0.0
189,0.0
190,1.5323963
191,1.1177644
192,0.75684124
193,0.22990704
194,0.0
195,0.9419967
196,0.0
197,0.0
198,1.1438429
199,0.45875168
200,0.0
201,1.1856685
202,1.3736379
203,0.0
204,0.0
205,0.72063255
206,0.0
207,0.0
208,0.0
209,1.3497171
210,0.0
211,0.1074028
212,0.46975517
213,0.0
214,10.989033
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,1.596961
223,0.0
224,0.0
225,0.0
226,0.0
227,0.18581009
228,0.0
229,0.0
230,0.0
231,0.91087055
232,0.38552284
233,0.7687502
234,0.21768379
235,0.3176689
236,0.2508356
237,0.7158675
238,0.0
239,0.0
240,0.0
241,4.6275024
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.1366415
249,0.0
250,0.0
251,0.0
252,0.0
253,1.2853279
254,0.0
255,0.03441906
256,0.0
257,2.0472422
258,0.39903355
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.35517693
267,0.0
268,0.0
269,0.0
270,0.0
271,0.6904955
272,1.0843267
273,4.5710173
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.84708786
281,0.42857838
282,1.2842383
283,0.0
284,0.0
285,0.9282589
286,0.0
287,0.0
288,0.0
289,0.0
290,1.1280403
291,0.0
292,1.1398466
293,0.7612933
294,0.0
295,0.18085861
296,0.0
297,0.0
298,0.05392909
299,0.0
300,0.0
301,1.5075624
