,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,25.372192
43,1.9266157
44,4.315079
45,0.0
46,0.0
47,0.0
48,0.7371311
49,0.0
50,0.0
51,0.43154907
52,0.0
53,0.60492134
54,0.0
55,0.60497
56,0.9108591
57,0.8026333
58,0.0
59,3.1335545
60,0.0
61,0.19838238
62,0.0
63,0.5842445
64,0.0
65,0.0
66,0.39969444
67,0.014907837
68,0.0
69,0.0
70,0.0
71,1.1369514
72,0.77796555
73,0.0
74,1.214386
75,2.216465
76,0.0
77,0.0
78,1.3291321
79,0.0
80,0.0
81,0.1357603
82,0.0
83,0.0
84,0.042310715
85,0.0
86,0.0
87,3.7433853
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.029849052
94,0.8729515
95,0.0
96,0.0
97,0.005048752
98,0.0
99,0.71883965
100,0.0
101,0.0
102,0.84623337
103,0.03291893
104,0.23796654
105,0.0
106,0.0
107,0.0
108,0.0
109,1.4072571
110,0.9468231
111,0.0
112,0.0
113,0.0
114,1.9192543
115,0.0
116,0.83663607
117,3.2930775
118,0.49420547
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.7579403
125,0.3990116
126,0.1382103
127,3.5140543
128,0.0
129,0.0035390854
130,0.0
131,1.2660685
132,5.4024887
133,0.0
134,2.596161
135,0.7644367
136,8.688587
137,1.9656096
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,2.4229069
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.25416946
153,0.0
154,0.0
155,0.0
156,0.0
157,0.8426094
158,0.0
159,0.8041496
160,0.82595825
161,0.0
162,0.0
163,0.0
164,0.87942886
165,0.0
166,1.4001651
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,1.4882393
173,0.0
174,0.49132156
175,0.0
176,0.0
177,0.0
178,1.6226635
179,0.0
180,0.0
181,0.15709972
182,0.0
183,0.3603382
184,0.099451065
185,0.00028419495
186,0.0
187,0.16160774
188,0.79486847
189,0.0
190,0.021943092
191,0.0
192,0.0
193,0.19697857
194,0.0
195,0.0
196,0.32022476
197,0.3953085
198,0.0
199,0.0
200,0.0
201,0.0
