,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,19.065603
43,4.1869164
44,0.0
45,4.5776367e-05
46,0.72569084
47,0.0
48,0.3325615
49,0.0
50,0.17835903
51,0.0
52,0.08308411
53,0.0
54,0.31835365
55,0.0
56,0.6355858
57,0.0
58,0.63814735
59,0.36846352
60,0.28529358
61,0.0
62,0.49598503
63,0.41335773
64,0.18635082
65,0.0
66,0.14591217
67,0.2963171
68,0.0
69,0.0
70,0.3418846
71,0.0
72,0.0
73,0.29724693
74,0.0
75,0.38518524
76,0.0
77,0.0
78,1.7446852
79,0.0
80,0.0
81,0.0
82,0.0
83,0.82340145
84,0.060307503
85,0.0
86,0.0
87,1.213687
88,0.04311943
89,1.0866852
90,4.991205
91,0.0
92,0.0
93,0.0
94,0.33519554
95,0.0
96,1.4389329
97,0.0
98,0.0
99,0.081897736
100,0.0
101,0.0
102,1.1661062
103,0.0
104,0.16932678
105,0.0
106,0.19143486
107,0.0025529861
108,0.16579056
109,0.0
110,2.2023468
111,0.0
112,0.0
113,0.53847504
114,0.0
115,0.29347992
116,0.0
117,0.0024514198
118,1.6852646
119,0.0
120,1.3783798
121,0.62851715
122,0.7957039
123,0.18329096
124,0.0
125,0.0
126,0.0
127,1.6590061
128,2.2493153
129,0.0
130,0.0
131,0.0
132,0.0
133,0.33471775
134,0.0
135,2.2912254
136,7.807764
137,0.8439541
138,0.50914
139,0.5930214
140,21.116175
141,0.0
142,0.0
143,0.0
144,0.147748
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.2761793
152,0.0
153,3.5130463
154,5.6923757
155,0.0
156,0.0
157,3.2578464
158,0.0
159,0.0
160,0.0
161,0.0
162,0.013366222
163,1.2927094
164,0.0
165,0.20305061
166,0.2401104
167,0.066682816
168,0.9494858
169,0.0
170,0.043034554
171,0.0
172,0.02063179
173,0.118637085
174,0.0
175,0.0
176,0.0
177,0.26332855
178,0.0
179,0.0
180,0.0
181,0.0
182,0.10024834
183,0.0
184,0.19626427
185,0.09357929
186,0.8680763
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.9147568
193,0.0
194,0.0
195,0.41731834
196,0.0
197,0.31718063
198,0.453434
199,0.0
200,0.050953865
201,0.1706295
202,0.0
203,0.0
204,0.0
