,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,27.186344
43,0.0
44,0.042728424
45,0.20284557
46,0.0
47,0.0
48,0.089185715
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.101955414
57,0.0
58,0.3701477
59,0.0
60,0.0
61,0.52316856
62,0.55648994
63,0.101984024
64,0.13313484
65,0.061849594
66,0.12334442
67,0.0
68,0.0
69,0.0
70,0.29214096
71,0.0
72,0.29877472
73,0.028234482
74,0.0
75,0.5207901
76,0.0
77,0.5010307
78,0.0
79,0.37909698
80,0.0
81,0.0
82,0.042524338
83,0.26523018
84,0.0
85,0.21211243
86,0.0
87,1.6063614
88,0.0
89,1.5892525
90,0.06808281
91,0.0
92,0.0
93,0.27972698
94,0.2252922
95,0.0
96,0.21063614
97,0.31691074
98,0.0
99,1.2807798
100,0.76583004
101,0.0
102,1.1219835
103,0.0
104,0.0
105,0.0
106,0.3069868
107,0.0
108,0.0
109,0.27026606
110,0.31481743
111,0.42779732
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.26836395
119,0.0
120,0.0
121,0.55369186
122,0.0
123,0.29772377
124,0.0
125,0.19317102
126,3.2611713
127,4.216455
128,19.683048
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.31077576
141,0.4183159
142,0.5922327
143,0.0
144,0.549417
145,0.0
146,0.0
147,0.15449047
148,0.0
149,0.2505989
150,0.0
151,0.16227722
152,0.9179554
153,0.0
154,1.1740627
155,0.7190676
156,0.0
157,1.2788754
158,0.101267815
159,0.0
160,0.5487461
161,0.0
162,0.0
163,0.0
164,1.1415882
165,0.6950302
166,0.0
167,0.0
168,0.0
169,4.1687794
170,0.0
171,0.0
172,0.0
173,1.2300625
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.48012543
180,1.3650322
181,0.0
182,0.0
183,0.0
184,0.0
185,0.46669006
186,0.68886757
187,0.0
188,0.0
189,0.0
190,0.0
191,0.14589739
192,0.727705
193,0.0
194,1.5870876
195,0.0
196,0.31907177
197,0.0
198,0.4566784
199,0.0
200,0.0
