,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,23.303423
44,0.23688126
45,0.0
46,0.1643629
47,0.0
48,0.6051378
49,1.3358746
50,0.052571297
51,0.9219184
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.9190035
58,0.0
59,0.68798256
60,0.42180443
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.8514595
67,0.0
68,0.11826706
69,0.0
70,0.0
71,0.12977123
72,0.55088234
73,0.0
74,0.0
75,0.0
76,0.0
77,1.0412254
78,0.0
79,0.0
80,0.1456995
81,0.7215471
82,0.0
83,0.0
84,0.0
85,0.0
86,1.4730797
87,0.7380619
88,0.16933632
89,0.0
90,1.3107309
91,0.0
92,0.44790888
93,0.0
94,0.072029114
95,0.644866
96,0.0
97,0.67279243
98,1.1306124
99,0.0
100,0.3463297
101,0.0
102,0.0038375854
103,0.0
104,0.0
105,0.16977835
106,0.6774273
107,2.678936
108,0.0
109,0.9047713
110,1.4762502
111,0.0
112,0.0
113,0.07974768
114,0.31013107
115,0.0
116,2.7021914
117,0.0
118,0.0
119,1.5129623
120,0.0
121,0.61390114
122,1.7934971
123,0.0
124,4.1199856
125,0.0
126,0.0
127,10.222461
128,0.0
129,0.0
130,15.587818
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.27965212
144,0.13567829
145,0.0
146,1.4534302
147,0.1085701
148,0.0
149,0.0
150,2.3287888
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.09931421
157,0.0
158,0.14474583
159,2.0734234
160,0.19848251
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.29985714
168,1.4144783
169,0.0
170,0.0
171,0.23075676
172,0.0
173,0.0
174,0.0
175,0.0
176,0.42077065
177,0.44729996
178,0.35941887
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,1.0861607
185,2.260582
186,0.0
187,0.0
188,0.0
189,0.559021
190,0.0
191,0.20219612
192,0.0
193,0.0
194,0.0
195,1.6603584
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.5844917
203,0.61766434
204,0.0
205,0.0
206,0.25629997
